rule type,value
domain,googleplay.com
domain,play-fe.googleapis.com
domain,play-games.googleusercontent.com
domain,play-lh.googleusercontent.com
domain,play.google.com
domain,play.googleapis.com
domain,xn--ngstr-lra8j.com
