rule type,value
domain,wa.me
domain,whatsapp-plus.info
domain,whatsapp-plus.me
domain,whatsapp-plus.net
domain,whatsapp.cc
domain,whatsapp.com
domain,whatsapp.info
domain,whatsapp.net
domain,whatsapp.org
domain,whatsapp.tv
domain,whatsappbrand.com
