rule type,value
domain_suffix,pki-goog.l.google.com
domain_suffix,c.pki.goog
domain_suffix,i.pki.goog
domain_suffix,o.pki.goog
domain_suffix,crl.pki.goog
domain_suffix,crls.pki.goog
domain_suffix,ocsp.pki.goog
